codigo;descripcion;uni_med;cantidad;valor;codigo_cliente;cuidad
1 2470331;CREMA FOREVER 500G. NUTRITIVA;UNI;1;3,76;13548;ROCAFUERTE
1 2470332;CREMA FOREVER 500G. REAFIRMANTE;UNI;6;21,6;13548;ROCAFUERTE
1 2470338;CREMA FOREVER 500G. HUMECTANTE;UNI;6;22,56;13548;ROCAFUERTE
1 2470339;CREMA AGRADO 500G. ALOE VERA;UNI;6;14,1;13548;ROCAFUERTE
1 2480251;COLONIA FROZEN DE 100ML.;UNI;12;20,7;13548;ROCAFUERTE
1 2613076;QUITA ESMALTE JARDIN SAUVAJE 300ML.;UNI;3;8,1;13548;ROCAFUERTE
1 3320100;VASELINA 60GR. FRUTAL MILY;UNI;19;7,71;13548;ROCAFUERTE
1 3621230;HOJA DE AFEITAR ASTRA X 5;UND;100;50,05;13548;ROCAFUERTE
1 3860098;TINTE KLEINOD 3.0 CASTANO NEGRO EN POLVO;UNI;3;6,9;13548;ROCAFUERTE
1 3860099;TINTE KLEINOD 3.6 CASTANO OSCURO EN POLVO;UNI;3;6,9;13548;ROCAFUERTE
1 0000003;LECHE CREMA NO LACTEA FANS 1 KG.;UND;24;144;13594;CANUTO
1 0010064;CREMA DE PEINAR SAVITAL 275CC. BIOTINA;UNI;3;8,04;13594;CANUTO
1 0010099;CERA EGO 60ML. LOOK DEFINIDO;UNI;24;21,43;13594;CANUTO
1 0010150;SH. SAVITAL 550ML. BIOTINA;UNI;6;21,03;13594;CANUTO
1 0010151;SH. SAVITAL 550ML. KERATINA;UNI;13;45,57;13594;CANUTO
1 0010152;SH. SAVITAL 550ML. MULTIVITAMINA;UNI;26;91,15;13594;CANUTO
1 0010164;CREMA DE PEINAR SAVITAL 275CC. KERATINA;UNI;3;8,04;13594;CANUTO
1 0010165;SH. SAVITAL COLAGENO Y SABILA 550ML.;UNI;13;45,57;13594;CANUTO
1 0010167;CREMA DE PEINAR SAVITAL 275CC. COLAGENO;UNI;3;8,04;13594;CANUTO
1 0010169;CREMA DE PEINAR SAVITAL 275CC. MULTIVITAMINA;UNI;17;45,55;13594;CANUTO
1 0010171;DESOD. SAVITAL 45ML. ROLLON PROTEGE Y ACLARA;UNI;7;10,19;13594;CANUTO
1 0010172;DESOD. SAVITAL 45ML. ROLLON PROTEGE Y CUIDA;UNI;5;7,28;13594;CANUTO
1 0011030;ACEITE ROJO PARA MUEBLE MOEBEL 240ML.;FCO;28;43,19;13594;CANUTO
1 0041004;PILA SONY ALKALINAS AA/2;UND;122;142,75;13594;CANUTO
1 0041005;PILA SONY ALKALINA AAA X 2;UND;122;142,75;13594;CANUTO
1 0080040;DESOD. NODOR CLASICO ROJO 10 GR.;UND;108;49,46;13594;CANUTO
1 0080041;DESOD. NODOR SPORT AZUL 10 GR.;UND;108;49,46;13594;CANUTO
1 0080048;DESOD. LADY ROLLON FLORAL FRESH 50GR;UND;6;9,6;13594;CANUTO
1 0080270;MENTICOL ROJO 150 CC.;UND;34;57,1;13594;CANUTO
1 0080280;MENTICOL VERDE 150 C.;UND;40;65,52;13594;CANUTO
1 0160050;ACEITE JOHNSON BABY  50 ML.;UND;91;100,73;13594;CANUTO
1 0160051;ACEITE JOHNSON BABY 100 ML.;UND;39;72,44;13594;CANUTO
1 0160133;TETINES CARLITOS SILICON (CAJA);UND;13;3,48;13594;CANUTO
1 0160136;BIBERON CARLITOS 5ONZ. C/AGARRADERA;UND;13;13,47;13594;CANUTO
1 0160140;COTONETES MADERA CARLITOS 3 x100;UND;52;18,43;13594;CANUTO
1 0160141;COTONETES MADERA CLEAN UP 3 x100;UNI;96;28,8;13594;CANUTO
1 0182004;CEPILLO DENTAL MORGEM DUAL ACTION;UNI;72;9,59;13594;CANUTO
1 0222056;COLONIA PERSONI 100ML CON ATOMIZADOR;UNI;28;47,14;13594;CANUTO
1 0222057;COLONIA PERSONI 250ML. TAPA AMARILLA;UNI;12;44,64;13594;CANUTO
1 0230001;AFEITABIC;UNI;276;74,59;13594;CANUTO
1 0230008;DESOD. SUTTON CLASICO 30GR. ROLLON;UND;163;85,79;13594;CANUTO
1 0230009;DESOD. SUTTON CLASICO 75GR. ROLLON;UND;320;316,68;13594;CANUTO
1 0230015;DESOD. SUTTON ROSADO 30 GR. ROLLON;UND;26;13,68;13594;CANUTO
1 0230016;DESOD. SUTTON ROSADO 75GR. ROLLON;UND;77;78,14;13594;CANUTO
1 0274044;SH. FAMILY 1000CC. MANZANILLA;UND;16;42,08;13594;CANUTO
1 0278505;SH. ANGELINO 150CC.MANZANILLA;UND;2;2,31;13594;CANUTO
1 0278510;SH. ANGELINO 250CC.MANZANILLA;UND;6;11,14;13594;CANUTO
1 0278510;SH. ANGELINO 250CC.MANZANILLA;UND;6;11,14;13594;CANUTO
1 0278531;SH. ANGELINO 150ML. COPOS DE ALGODON;UNI;4;4,62;13594;CANUTO
1 0278532;SH. ANGELINO 250ML. COPOS DE ALGODON;UNI;6;10,84;13594;CANUTO
1 0278533;COLONIA ANGELINO 150ML. TRAVESURAS DE ANGEL;UNI;11;26,71;13594;CANUTO
1 0278535;COLONIA ANGELINO 150ML. SONRISA DE HADAS;UNI;3;6,04;13594;CANUTO
1 0278550;SH. ANGELINO 150CC. AVENA;UND;6;6,94;13594;CANUTO
1 0278601;ACEITE ANGELINO 150ML CARICIA DE ANGEL;UNI;11;14,26;13594;CANUTO
1 0278626;TALCO ANGELINO 100ML. CARICIAS DE ANGEL;UNI;7;6,96;13594;CANUTO
1 0278627;TALCO ANGELINO 200ML. CARICIAS DE ANGEL;UNI;12;20,93;13594;CANUTO
1 0279020;TOALLAS HUMEDAS NAPPIS X 50- FISHER PRICE;UNI;21;27,51;13594;CANUTO
1 0320001;POLVO DR.ANDERSON 120GR.;UND;20;42,24;13594;CANUTO
1 0400421;ATOMIZADOR FRASCO PERA;UND;12;12;13594;CANUTO
1 0450077;SH. SEDAL DE 340ML. CONTROL CASPA;UNI;12;35,66;13594;CANUTO
1 0450218;DESOD. REXONA 10GR. SACHET CLINICAL CLEAN;UND;40;7,16;13594;CANUTO
1 0450224;DESOD. REXONA ROLLON BAMBOO 50ML.;UND;25;39,95;13594;CANUTO
1 0450233;DESOD. REXONA ROLLON SPORTFAN 50ML.;UND;27;45,83;13594;CANUTO
1 0450235;DESOD. REXONA ROLLON TROP ENERG 50ML.;UND;27;45,83;13594;CANUTO
1 0450237;DESOD. REXONA ROLLON V8  50ML.;UND;12;19,18;13594;CANUTO
1 0450258;DESOD. REXONA STICK SPORTFAN HOMBRE 50GR;UND;7;21,02;13594;CANUTO
1 0450349;CREMA PONDS CLARANT B3 SACHET 10GR.;UNI;20;12,35;13594;CANUTO
1 0450350;CREMA PONDS REJUVENES SACHET 10GR.;UNI;20;12,35;13594;CANUTO
1 0450425;DESOD. REXONA SPRAY SPORFANS 175ML;UND;4;7,57;13594;CANUTO
1 0450430;DESOD. REXONA SPRAY BAMBOO 175ML;UND;4;11,35;13594;CANUTO
1 0450437;DESOD. REXONA ROLLON 50ML. X2 V8;UNI;6;19,18;13594;CANUTO
1 0450440;DESOD. REXONA SPRAY V8 175ML;UND;4;11,35;13594;CANUTO
1 0450801;DESOD. REXONA 10GR. SACHET CLINICAL CLASIC;UNI;80;14,32;13594;CANUTO
1 0451162;DESOD. DOVE SERUM ROLLON 50ML;UNI;3;6,35;13594;CANUTO
1 0861000;TINTE COLOR TONE 20 NEGRO KIT;UND;36;76,08;13594;CANUTO
1 0861010;TINTE COLOR TONE 28 NEGRO AZULADO KIT;UND;15;31,7;13594;CANUTO
1 0861020;TINTE COLOR TONE 30 CASTANO NEGRO KIT;UND;12;25,36;13594;CANUTO
1 0861026;TINTE COLOR TONE 26 CASTANO DORADO;UND;6;12,68;13594;CANUTO
1 0861030;TINTE COLOR TONE 36 CASTANO OSCURO KIT;UND;22;47,51;13594;CANUTO
1 0861040;TINTE COLOR TONE 40 CASTANO MEDIANO KIT;UND;18;39,56;13594;CANUTO
1 0861045;TINTE COLOR TONE 45 CHOCOLATE KIT;UND;6;12,68;13594;CANUTO
1 0862020;TINTE HAR CREMA 2-0 X 2 NEGRO;UND;1;4,38;13594;CANUTO
1 0862050;TINTE HAR CREMA 5-0 X 2 CAST.CLARO;UND;1;4,38;13594;CANUTO
1 0862080;TINTE HAR CREMA 8-0 X 2 RUB.CLARO;UND;1;4,38;13594;CANUTO
1 0866240;PROTECTORES DIARIOS INTIMA X 15;UND;26;17,35;13594;CANUTO
1 2430500;DESOD. ARRID R-O BABY FRESH 75GR.;UND;19;40,38;13594;CANUTO
1 2431000;DESOD. ULTRA 24 FRESH 75GR.;UND;26;39,93;13594;CANUTO
1 2613000;ALGODON 8 GR. FARMACOTTON;UNI;25;4,25;13594;CANUTO
1 2613005;ALGODON 15GR. FARMACOTTON;UND;12;3,54;13594;CANUTO
1 2613010;ALGODON 30GR. FARMACOTTON;UND;15;8,7;13594;CANUTO
1 2613015;ALGODON 5 GR.FARMACOTTON;UND;13;1,39;13594;CANUTO
1 3320100;VASELINA 60GR. FRUTAL MILY;UNI;48;16,61;13594;CANUTO
1 3320129;ACEITE DE COCO  30CC.;UNI;36;11,58;13594;CANUTO
1 3500001;TINTE DUO KIT 1 NEGRO;UND;3;9,04;13594;CANUTO
1 3500002;TINTE DUO KIT 01 NEGRO AZULADO;UND;3;9,04;13594;CANUTO
1 3500030;TINTE DUO KIT 3 CASTANO OSCURO;UND;3;9,04;13594;CANUTO
1 3500050;TINTE DUO KIT 5 CASTANO CLARO;UND;3;9,04;13594;CANUTO
1 3500074;TINTE DUO KIT 7.4 RUBIO HABANO;UND;3;9,04;13594;CANUTO
1 3500762;TINTE DUO KIT 7.62 R.MED.P.;UND;1;3,35;13594;CANUTO
1 3507066;TINTE DUO KIT 70.66 ROJO MED.ROJO INTENSO;UND;1;3,35;13594;CANUTO
1 3621230;HOJA DE AFEITAR ASTRA X 5;UND;500;245,98;13594;CANUTO
1 4010055;CREMA INTIMATE COCONUT AND VAINILLA 20OZ.;UNI;6;16,07;13594;CANUTO
1 9000031;SH. SAIRO 2 EN 1 ARGAN 750ML.;UNI;16;27,65;13594;CANUTO
2 9000513;ASPIRINA ADVANCED SOBRE X 10;UNI;2;8,78;13594;CANUTO
2 9000517;ALKA SELTZER BOOST TBA X 10;UNI;10;23,9;13594;CANUTO
2 9000518;LECHE MAGNESIA PHILLIP.  60 ML;UNI;13;15,99;13594;CANUTO
2 9000519;LECHE MAGNESIA MK 120 ML.;UNI;19;33,06;13594;CANUTO
2 9000520;FINALIN FORTE X 50;UNI;6;64,26;13594;CANUTO
2 9000521;MENTOL SIKURA 10GR.;UNI;36;14,76;13594;CANUTO
2 9000522;MENTOL CHINO 10 GR.;UNI;456;238,28;13594;CANUTO
2 9000524;VAPORAL LATA;UNI;36;12,24;13594;CANUTO
1 0120120;HOJA DE AFEITAR GUILLETE 1X5;UND;20;12;13605;CHONE
1 0230008;DESOD. SUTTON CLASICO 30GR. ROLLON;UND;12;7,07;13675;CHONE
1 0860102;JABON FAMILY MANZANILLA X 3;UNI;6;6;13675;CHONE
1 3621230;HOJA DE AFEITAR ASTRA X 5;UND;20;10,01;13675;CHONE
1 0000003;LECHE CREMA NO LACTEA FANS 1 KG.;UND;12;72;13678;JUNIN
1 0010155;GEL EGO ATTRACTION 90GR;UNI;26;20,82;13678;JUNIN
1 0010156;GEL EGO ATTRACTION 190ML.;UNI;13;16,38;13678;JUNIN
1 0010171;DESOD. SAVITAL 45ML. ROLLON PROTEGE Y ACLARA;UNI;4;6,52;13678;JUNIN
1 0080040;DESOD. NODOR CLASICO ROJO 10 GR.;UND;48;24;13678;JUNIN
1 0080041;DESOD. NODOR SPORT AZUL 10 GR.;UND;12;6;13678;JUNIN
1 0120120;HOJA DE AFEITAR GUILLETE 1X5;UND;140;84;13678;JUNIN
1 0230001;AFEITABIC;UNI;72;21,6;13678;JUNIN
1 0230009;DESOD. SUTTON CLASICO 75GR. ROLLON;UND;26;28,4;13678;JUNIN
1 0230044;DESOD. SUTTON AC SOFT HOMBRE 75GR. ROLLON;UNI;13;14,2;13678;JUNIN
1 0450099;JABON DOVE X 4 90GR. LECHE DE COCO;UNI;1;3,29;13678;JUNIN
1 2150021;TALCO REXONA EFFICIENT 60GR;UNI;4;6,64;13678;JUNIN
1 2470614;SH. HAPPY BABY 200ML. MANZANILLA;UNI;14;22,99;13678;JUNIN
1 3320100;VASELINA 60GR. FRUTAL MILY;UNI;12;4,51;13678;JUNIN
1 3320125;ACEITE JOHN JOHN BABY 50GR;UND;12;4,86;13678;JUNIN
1 3621230;HOJA DE AFEITAR ASTRA X 5;UND;220;110,11;13678;JUNIN
1 4040156;PAPEL DE ALUMINIO FOIL 5MX300MM.;UNI;27;20,79;13678;JUNIN
1 9000348;TALCO RICO PIES DE 75GR.;UNI;4;8,76;13678;JUNIN
2 3131160;PARACETAMOL 500MG. PORTUGAL X 100 TAB.;UNI;1;2,25;13678;JUNIN
2 9000481;ALCOHOL JANDL 100ML;UNI;12;4,8;13678;JUNIN
2 9000515;TALCO FUNGIREX CHICO 45G.;UNI;4;6,52;13678;JUNIN
2 9000521;MENTOL SIKURA 10GR.;UNI;12;4,92;13678;JUNIN
2 9000522;MENTOL CHINO 10 GR.;UNI;48;25,16;13678;JUNIN
1 0000003;LECHE CREMA NO LACTEA FANS 1 KG.;UND;396;2107,12;13759;CALDERON
1 0000045;GUIRNALDA HAPPY PARTY;UNI;7;7,35;13759;CALDERON
1 0000048;VELAS DE COLORES X6 YG25;UNI;7;9,31;13759;CALDERON
1 0005024;LIMA + PATA DE CABRA PW;UNI;60;19,29;13759;CALDERON
1 0010100;SH. EGO FOR MEN BLACK DE 230ML.;UND;6;19,55;13759;CALDERON
1 0010103;SH. EGO FOR MEN FORCE DE 230ML.;UND;32;99,55;13759;CALDERON
1 0010104;SH. EGO FOR MEN FUSION DE 230ML.;UND;8;25,09;13759;CALDERON
1 0010115;SH. EGO FOR MEN BLACK DE 400ML.;UND;6;29,03;13759;CALDERON
1 0010155;GEL EGO ATTRACTION 90GR;UNI;96;76,9;13759;CALDERON
1 0011030;ACEITE ROJO PARA MUEBLE MOEBEL 240ML.;FCO;84;134,76;13759;CALDERON
1 0080040;DESOD. NODOR CLASICO ROJO 10 GR.;UND;144;64,22;13759;CALDERON
1 0120120;HOJA DE AFEITAR GUILLETE 1X5;UND;480;257,28;13759;CALDERON
1 0160140;COTONETES MADERA CARLITOS 3 x100;UND;234;82,94;13759;CALDERON
1 0180160;SH. KONZIL 375ML. RECONSTRUCION PROFUNDA;UNI;6;24,91;13759;CALDERON
1 0180161;SH. KONZIL 375ML. TODO TIPO DE CABELLO;UNI;6;24,91;13759;CALDERON
1 0180185;CREMA DE PEINAR KONZIL 230ML. TODO TIPO ROSADO;UNI;6;17,68;13759;CALDERON
1 0182003;CEPILLO DENTAL DR. COSMETICS;UNI;360;47,97;13759;CALDERON
1 0200149;ACEITE WAHL PARA CORTADORA DE CABELLO 60ML.;UNI;4;7,47;13759;CALDERON
1 0200407;QUITA ESMALTE MARIA JOSE 90ML. UVA;UNI;24;23,04;13759;CALDERON
1 0222050;ESTUCHE PERSONI DE 100ML X 3;UNI;15;58,29;13759;CALDERON
1 0222055;COLONIA PERSONI 250ML CON ATOMIZADOR;UNI;39;113,84;13759;CALDERON
1 0222056;COLONIA PERSONI 100ML CON ATOMIZADOR;UNI;142;241,09;13759;CALDERON
1 0222057;COLONIA PERSONI 250ML. TAPA AMARILLA;UNI;14;52,08;13759;CALDERON
1 0230001;AFEITABIC;UNI;1300;321,6;13759;CALDERON
1 0230008;DESOD. SUTTON CLASICO 30GR. ROLLON;UND;24;12,64;13759;CALDERON
1 0230009;DESOD. SUTTON CLASICO 75GR. ROLLON;UND;170;168,91;13759;CALDERON
1 0230016;DESOD. SUTTON ROSADO 75GR. ROLLON;UND;13;14,2;13759;CALDERON
1 0230020;DESOD. SUTTON AC SOFT WOMEN 75GR. ROLLON;UNI;24;23,42;13759;CALDERON
1 0230044;DESOD. SUTTON AC SOFT HOMBRE 75GR. ROLLON;UNI;26;26,88;13759;CALDERON
1 0230924;PEGAMENTO SUPER DURA  X 1;UND;1360;142,31;13759;CALDERON
1 0231222;PINZA DE CEJA MEREHE ORIGINAL;UND;24;8,64;13759;CALDERON
1 0235021;BIGEN N 47 CASTANO OSCURO;UND;4;11,07;13759;CALDERON
1 0235030;BIGEN N 59 NEGRO ORIENTAL 60GR.;UND;4;11,07;13759;CALDERON
1 0270089;TALCO AZURRA 100 GR.;UND;12;20,01;13759;CALDERON
1 0270090;TALCO AZURRA 200 GR.;UND;3;8,63;13759;CALDERON
1 0274050;SH. FAMILY 1000CC. CONTROL TOTAL;UND;225;552,46;13759;CALDERON
1 0320001;POLVO DR.ANDERSON 120GR.;UND;39;83,24;13759;CALDERON
1 0370505;CORRECTOR PITUKO PT308;UND;12;4,28;13759;CALDERON
1 0400310;GLOBO DECORATIVO N 9;UND;9;30,35;13759;CALDERON
1 0450079;SH. SEDAL DE 340ML. RIZOS DEFINIDOS;UNI;12;34,92;13759;CALDERON
1 0450099;JABON DOVE X 4 90GR. LECHE DE COCO;UNI;36;105,77;13759;CALDERON
1 0450119;CREMA DE PEINAR SEDAL 330ML. KERATINA CON ANTI;UNI;6;21,9;13759;CALDERON
1 0450144;SH. SEDAL DE 190ML. CASPA;UNI;12;25,93;13759;CALDERON
1 0450145;SH. SEDAL DE 650ML. CASPA;UNI;6;26,57;13759;CALDERON
1 0450147;SH. SEDAL DE 650ML. KERATINA;UNI;3;13,28;13759;CALDERON
1 0450149;SH. SEDAL DE 650ML. LISO PERFECTO;UNI;3;13,28;13759;CALDERON
1 0450169;SH. SEDAL 190ML. RIZOS;UNI;7;15,13;13759;CALDERON
1 0450215;DESOD. REXONA ROLLON 50ML ANTI+INVI WONEN;UNI;14;23,72;13759;CALDERON
1 0450233;DESOD. REXONA ROLLON SPORTFAN 50ML.;UND;35;58,62;13759;CALDERON
1 0450258;DESOD. REXONA STICK SPORTFAN HOMBRE 50GR;UND;7;23,54;13759;CALDERON
1 0450349;CREMA PONDS CLARANT B3 SACHET 10GR.;UNI;120;66,12;13759;CALDERON
1 0450482;DESOD. REXONA CLINICAL 50ML. CLASSIC;UNI;8;16,43;13759;CALDERON
1 0450483;DESOD. REXONA CLINICAL 50ML. CLEAN;UNI;8;16,43;13759;CALDERON
1 0451131;DESOD. DOVE ROLLON. INVISIBLE DRY;UNI;3;6,35;13759;CALDERON
1 0451133;DESOD. DOVE ROLLON CLEAR TONE 50ML.;UNI;1;1,74;13759;CALDERON
1 0451142;DESOD. DOVE ROLLON MEN+CARE EXTRA FRESH 50ML.;UNI;2;4,23;13759;CALDERON
1 0451143;DESOD. DOVE ROLLON MEN+CARE CUIDADO TOTAL 50ML;UNI;4;8,46;13759;CALDERON
1 0451144;DESOD. DOVE ROLLON MEN+CARE INV. DRY 50ML.;UNI;1;2,12;13759;CALDERON
1 0451150;DESOD. DOVE STICK. ORIGINAL;UND;6;20,89;13759;CALDERON
1 0451153;DESOD. DOVE STICK. CLEAR TONE;UND;6;20,89;13759;CALDERON
1 0451158;DESOD. DOVE STICK. DERMO CLARANT;UND;3;12,24;13759;CALDERON
1 0451161;DESOD. DOVE ROLLON. DERMO CLARANT 50GR;UND;8;12,65;13759;CALDERON
1 0861000;TINTE COLOR TONE 20 NEGRO KIT;UND;52;115,96;13759;CALDERON
1 0861010;TINTE COLOR TONE 28 NEGRO AZULADO KIT;UND;12;25,35;13759;CALDERON
1 0861020;TINTE COLOR TONE 30 CASTANO NEGRO KIT;UND;6;12,68;13759;CALDERON
1 0861030;TINTE COLOR TONE 36 CASTANO OSCURO KIT;UND;18;38,03;13759;CALDERON
1 0861040;TINTE COLOR TONE 40 CASTANO MEDIANO KIT;UND;18;38,03;13759;CALDERON
1 0861045;TINTE COLOR TONE 45 CHOCOLATE KIT;UND;4;8,45;13759;CALDERON
1 2470030;QUITA ESMALTE FOREVER 60ML. VIT.E;UND;6;5,2;13759;CALDERON
1 2470031;QUITA ESMALTE FOREVER 60ML.LANOLINA;UND;6;5,2;13759;CALDERON
1 2470032;QUITA ESMALTE FOREVER 60ML.GLICERINA;UND;18;16,84;13759;CALDERON
1 2470033;QUITA ESMALTE FOREVER 60ML. KERATINA;UND;6;5,2;13759;CALDERON
1 2540001;TINTE DE ROPA MAGICO NEGRO;UND;24;11,78;13759;CALDERON
1 2541004;TINTE DE ROPA AZUL OSCURO GRAN COLOR;UND;12;5,89;13759;CALDERON
1 2541012;TINTE DE ROPA BEIGE GRAN COLOR N19;UND;6;2,95;13759;CALDERON
1 3320100;VASELINA 60GR. FRUTAL MILY;UNI;80;28,65;13759;CALDERON
1 3320129;ACEITE DE COCO  30CC.;UNI;93;27,82;13759;CALDERON
1 3320152;QUITA ESMALTE CHERY 90ML.;UND;24;20,57;13759;CALDERON
1 3500001;TINTE DUO KIT 1 NEGRO;UND;21;65,44;13759;CALDERON
1 3500002;TINTE DUO KIT 01 NEGRO AZULADO;UND;15;45,19;13759;CALDERON
1 3500030;TINTE DUO KIT 3 CASTANO OSCURO;UND;18;54,23;13759;CALDERON
1 3500040;TINTE DUO KIT 4 CASTANO MED.;UND;11;33,14;13759;CALDERON
1 3500050;TINTE DUO KIT 5 CASTANO CLARO;UND;11;33,14;13759;CALDERON
1 3500060;TINTE DUO KIT 6 RUB. OSCURO;UND;11;33,14;13759;CALDERON
1 3500065;TINTE DUO KIT 6.5 RUB.OSCURO CAOBA;UND;3;9,04;13759;CALDERON
1 3500070;TINTE DUO KIT 7 RUBIO;UND;11;33,14;13759;CALDERON
1 3500071;TINTE DUO KIT 7.1 RUBIO MEDIANO CENIZO;UND;7;21,09;13759;CALDERON
1 3500080;TINTE DUO KIT 8 RUBIO CLARO;UND;7;21,09;13759;CALDERON
1 3500081;TINTE DUO KIT 8.1 RUB.CLAR.CENIZO;UND;7;21,09;13759;CALDERON
1 3500083;TINTE DUO KIT 8.3 RUB.CLARO DORADO;UND;8;24,1;13759;CALDERON
1 3500637;TINTE DUO KIT 6.37 RUB.OSC.DO.COB.;UND;4;12,05;13759;CALDERON
1 3500666;TINTE DUO KIT 6.66 R.OSC.RO.ROJISO;UND;4;12,05;13759;CALDERON
1 3500740;TINTE DUO KIT 7.40 RUBIO COBRE INTENSO;UNI;4;12,05;13759;CALDERON
1 3500762;TINTE DUO KIT 7.62 R.MED.P.;UND;4;12,05;13759;CALDERON
1 3501004;TINTE DUO KIT 4B CASTANO BORGONA;UNI;3;9,04;13759;CALDERON
1 3507066;TINTE DUO KIT 70.66 ROJO MED.ROJO INTENSO;UND;4;12,05;13759;CALDERON
1 3621230;HOJA DE AFEITAR ASTRA X 5;UND;1480;674,55;13759;CALDERON
1 3625005;ACOND. RENCEL BAMBU Y KERATINA 200ML DOYPACK;UNI;24;19,3;13759;CALDERON
1 3625006;ACOND. RENCEL 200ML. PROMOCION;UNI;12;10,81;13759;CALDERON
1 3850065;GEL ROLDA SACHET 15GR. SURTIDOS;UNI;432;45,36;13759;CALDERON
1 3870690;THYM`S MATIZANTE 10GR. VERDE;UNI;6;7,5;13759;CALDERON
1 9000032;SH. SAIRO BABY 750ML.;UNI;16;27,65;13759;CALDERON
1 9000380;TINTE JOVE CREMA 1-0;UNI;18;52,76;13759;CALDERON
1 9000381;TINTE JOVE CREMA 1-1;UNI;7;20,25;13759;CALDERON
1 9000382;TINTE JOVE CREMA 3-0;UNI;7;20,25;13759;CALDERON
1 9000383;TINTE JOVE CREMA 4-0;UNI;11;31,82;13759;CALDERON
1 9000384;TINTE JOVE CREMA 4-26;UNI;7;20,25;13759;CALDERON
1 9000385;TINTE JOVE CREMA 5-0;UNI;11;31,82;13759;CALDERON
1 9000387;TINTE JOVE CREMA 6-0;UNI;3;8,68;13759;CALDERON
1 9000390;TINTE JOVE CREMA 7-0;UNI;7;20,25;13759;CALDERON
1 9000391;TINTE JOVE CREMA 7-1;UNI;7;20,25;13759;CALDERON
1 9000394;TINTE JOVE CREMA 8-0;UNI;11;31,82;13759;CALDERON
1 9000395;TINTE JOVE CREMA 8-1;UNI;3;8,68;13759;CALDERON
1 9000397;TINTE JOVE CREMA 8-7;UNI;4;11,57;13759;CALDERON
1 9000416;TINTE JOVE CREMA 7-62 ROJO PURPURA;UNI;4;11,57;13759;CALDERON
1 9000429;SH. DOVE 200ML RECUPERACION EXTREMA;UNI;4;10,86;13759;CALDERON
2 9000515;TALCO FUNGIREX CHICO 45G.;UNI;13;18,92;13759;CALDERON
2 9000516;TALCO FUNGIREX GRANDE 90G.;UNI;13;39,91;13759;CALDERON
2 9000570;ALCOHOL CHERRY 1/4 LITRO;UNI;13;18,8;13759;CALDERON
1 0000003;LECHE CREMA NO LACTEA FANS 1 KG.;UND;84;511,92;13772;BAHIA
1 0000100;PALETA DE MADERA DOBLE RASPA CAYO;UNI;3;3,36;13772;BAHIA
1 0010155;GEL EGO ATTRACTION 90GR;UNI;13;10,41;13772;BAHIA
1 0010156;GEL EGO ATTRACTION 190ML.;UNI;12;15,12;13772;BAHIA
1 0010158;TRATAMIENTO NUTRIBELA GEL EN FRIO 27ML;UNI;24;10,08;13772;BAHIA
1 0010174;TRATAMIENTO NUTRIBELA BIOKERATINA 27ML;UNI;24;10,08;13772;BAHIA
1 0030198;CURITA HANSAPLAST TRANSP. X 100;UND;2;3,8;13772;BAHIA
1 0041005;PILA SONY ALKALINA AAA X 2;UND;12;16,2;13772;BAHIA
1 0080108;JABON PROTEX TRIPACK FRESH 110GR;UNI;3;7,14;13772;BAHIA
1 0080112;JABON PALMOLIVE SUAVIDAD RADIANTE 130GR;UNI;3;7,11;13772;BAHIA
1 0080270;MENTICOL ROJO 150 CC.;UND;9;16,64;13772;BAHIA
1 0080280;MENTICOL VERDE 150 C.;UND;6;11,28;13772;BAHIA
1 0110222;ACEITE ONLY 30CC;UND;6;1,92;13772;BAHIA
1 0120111;AFEIT.PRESTOBARBA ULTRAGRIP;UND;28;21,12;13772;BAHIA
1 0120120;HOJA DE AFEITAR GUILLETE 1X5;UND;40;24;13772;BAHIA
1 0160002;BIBERON CARLITOS 9ONZ. S/AGARRADERA;UND;2;2,4;13772;BAHIA
1 0160050;ACEITE JOHNSON BABY  50 ML.;UND;6;7,44;13772;BAHIA
1 0160130;BIBERON CARLITOS 5ONZ. S/AGARRADERA;UND;2;2,12;13772;BAHIA
1 0160135;BIBERON CARLITOS 9ONZ. C/AGARRADERA;UND;2;2,6;13772;BAHIA
1 0160136;BIBERON CARLITOS 5ONZ. C/AGARRADERA;UND;2;2,32;13772;BAHIA
1 0190040;ESMALTE JEAN SCENCE COLORES 14 ML.;UND;12;6,81;13772;BAHIA
1 0200407;QUITA ESMALTE MARIA JOSE 90ML. UVA;UNI;6;5,76;13772;BAHIA
1 0230001;AFEITABIC;UNI;96;28,8;13772;BAHIA
1 0230008;DESOD. SUTTON CLASICO 30GR. ROLLON;UND;20;12;13772;BAHIA
1 0230009;DESOD. SUTTON CLASICO 75GR. ROLLON;UND;20;22,25;13772;BAHIA
1 027002505;JABON PROACTIVE 110GR FRESH DEO;UNI;3;5,01;13772;BAHIA
1 0270500;DETAN LOCION 120ML. ANTIMOSQUITO;UND;12;27,97;13772;BAHIA
1 0270502;DETAN LOCION 60ML. ANTIMOSQUITO;UND;15;26,5;13772;BAHIA
1 0274044;SH. FAMILY 1000CC. MANZANILLA;UND;3;8,25;13772;BAHIA
1 0274052;SH. FAMILY 1000CC. AGUACATE;UND;3;8,25;13772;BAHIA
1 0279020;TOALLAS HUMEDAS NAPPIS X 50- FISHER PRICE;UNI;6;7,86;13772;BAHIA
1 0450049;JABON REXONA X 3 MEN ACTIVE;UND;3;5,58;13772;BAHIA
